,DATE,NAME,YIELD,EMSD,EMSN,EMXP,EVAP,DT00,DT32,DX32,DX70,DX90,FZF0,FZF1,FZF2,FZF3,FZF4,FZF5,FZF6,FZF7,FZF8,FZF9,IRRIGATION,NITRO,POT,PHOS,DROUGHT,TAVG,TMIN,TMAX,ALABAMA,ARIZONA,ARKANSAS,CALIFORNIA,COLORADO,DELAWARE,FLORIDA,GEORGIA,IDAHO,ILLINOIS,INDIANA,KANSAS,KENTUCKY,LOUISIANA,MARYLAND,MICHIGAN,MINNESOTA,MISSISSIPPI,MISSOURI,MONTANA,NEBRASKA,NEVADA,NEW JERSEY,NEW MEXICO,NEW YORK,NORTH CAROLINA,NORTH DAKOTA,OHIO,OKLAHOMA,OREGON,PENNSYLVANIA,SOUTH CAROLINA,SOUTH DAKOTA,TENNESSEE,TEXAS,UTAH,VIRGINIA,WASHINGTON,WEST VIRGINIA,WISCONSIN,WYOMING
10,2006,MONTANA,28.9,0.0,0.0,0.0,0.0,11.900709219858156,179.08510638297872,32.55038759689923,127.15503875968992,29.286821705426355,-1.0673758865248226,-3.373758865248227,-6.32127659574468,-9.012056737588653,-11.833333333333334,-0.926241134751773,-3.226950354609929,-5.5276595744680845,-7.539716312056739,-10.354609929078014,0.0,87.0,15.0,82.0,0.040833333,7.748951612903226,0.3081560283687943,15.098294573643413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2006,OREGON,49.6,0.0,0.0,0.0,0.0,1.3015873015873016,108.04761904761904,8.88888888888889,128.52777777777777,32.59722222222222,-0.9412698412698411,-3.179032258064516,-5.824489795918367,-8.064864864864864,-10.46,-0.7492063492063492,-2.803174603174603,-5.716129032258064,-8.085964912280701,-11.04102564102564,0.0,95.0,19.0,12.0,-0.141666667,10.271724137931034,3.544920634920635,17.11611111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,2006,SOUTH DAKOTA,25.5,0.0,0.0,0.0,0.0,8.923076923076923,171.0,36.76288659793814,139.7835051546392,38.04123711340206,-1.4472527472527472,-3.646153846153846,-5.730769230769231,-7.605494505494506,-10.132967032967032,-0.9593406593406592,-3.178021978021978,-5.629670329670329,-8.330769230769231,-10.784615384615384,0.0,86.0,26.0,70.0,-0.321666667,8.942333333333332,2.0845054945054944,15.847422680412372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13,2006,WASHINGTON,60.8,0.0,0.0,0.0,0.0,0.6619718309859155,94.54929577464787,11.91891891891892,109.56756756756756,22.60810810810811,-1.615492957746479,-3.4816901408450702,-6.488571428571428,-8.776923076923078,-10.544642857142858,-1.0492957746478873,-2.671830985915493,-5.455072463768116,-7.772881355932204,-10.12888888888889,0.0,99.0,23.0,41.0,-0.166666667,10.17768115942029,4.338169014084507,15.871216216216215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14,2005,IDAHO,79.9,0.0,0.0,0.0,0.0,10.209677419354838,167.69354838709677,36.984375,115.75,25.890625,-0.7645161290322581,-3.017741935483871,-5.737096774193549,-8.435483870967742,-11.15,-0.6258064516129033,-2.92258064516129,-5.225806451612903,-7.276666666666667,-10.060344827586206,0.0,0.0,0.0,0.0,0.413333333,7.593888888888888,0.5301612903225807,14.7790625,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2005,MONTANA,36.1,0.0,0.0,0.0,0.0,22.346456692913385,175.4251968503937,44.26446280991736,113.83471074380164,23.570247933884296,-0.9763779527559056,-3.9614173228346456,-6.268503937007874,-8.448818897637794,-11.00236220472441,-1.016535433070866,-3.5535433070866143,-6.127559055118111,-8.065354330708661,-10.348031496062992,0.0,0.0,0.0,0.0,-1.111666667,7.015086206896552,-0.3021259842519684,14.277355371900828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2005,OREGON,56.0,0.0,0.0,0.0,0.0,1.445945945945946,103.2837837837838,10.64102564102564,120.82051282051282,23.756410256410252,-0.9202702702702702,-2.741891891891892,-5.125396825396826,-7.680000000000001,-9.782051282051285,-0.731081081081081,-2.8378378378378377,-5.062295081967213,-7.5162790697674415,-9.55135135135135,0.0,0.0,0.0,0.0,0.129166667,10.101641791044775,3.7164864864864864,16.764358974358977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17,2005,SOUTH DAKOTA,40.3,0.0,0.0,0.0,0.0,23.91139240506329,163.73417721518987,50.64634146341464,144.390243902439,32.451219512195124,-1.3632911392405065,-3.863291139240506,-6.127848101265824,-8.936708860759493,-11.99367088607595,-1.4708860759493672,-4.188607594936709,-6.482278481012658,-8.105063291139242,-10.60506329113924,0.0,0.0,0.0,0.0,-0.1575,8.620135135135135,1.760253164556962,15.378414634146342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18,2005,WASHINGTON,61.1,0.0,0.0,0.0,0.0,1.318181818181818,96.8181818181818,19.2089552238806,106.80597014925372,15.880597014925373,-0.6651515151515152,-2.9109375,-5.135087719298245,-7.486046511627908,-10.07878787878788,-0.5606060606060606,-2.73030303030303,-5.164516129032258,-7.194339622641509,-9.635000000000002,0.0,0.0,0.0,0.0,-0.269166667,9.912950819672131,4.250151515151515,15.542985074626868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19,2004,IDAHO,81.6,0.0,0.0,0.0,0.0,7.345454545454546,156.72727272727272,36.25862068965517,129.67241379310346,24.75862068965517,-0.8581818181818183,-3.3127272727272725,-5.518518518518518,-8.069811320754717,-10.235416666666667,-0.7618181818181818,-2.8018181818181818,-5.210909090909091,-7.765454545454546,-10.303636363636365,0.0,91.0,30.0,62.0,-0.684166667,8.400816326530611,1.3176363636363635,15.224310344827586,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2004,MONTANA,32.5,0.0,0.0,0.0,0.0,14.678571428571429,180.10714285714286,33.300813008130085,111.0,12.94308943089431,-1.4885714285714289,-4.030714285714286,-5.752857142857143,-7.720714285714286,-9.968571428571428,-0.8892857142857142,-3.3814285714285712,-5.444999999999999,-7.640714285714286,-10.446428571428571,0.0,85.0,17.0,75.0,-3.921666667,7.007983193277311,-0.1722142857142857,14.218373983739836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2004,OREGON,55.8,0.0,0.0,0.0,0.0,0.6075949367088608,86.62025316455696,7.378048780487805,130.6219512195122,24.841463414634145,-0.8860759493670886,-2.6318181818181823,-5.031818181818182,-7.451428571428572,-10.020833333333334,-0.7379746835443038,-3.083333333333333,-5.652380952380953,-7.803571428571429,-10.804761904761904,0.0,95.0,47.0,14.0,-1.8375,10.921066666666666,4.579367088607595,17.230121951219513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22,2004,SOUTH DAKOTA,40.2,0.0,0.0,0.0,0.0,22.01219512195122,162.1341463414634,43.03370786516854,133.0561797752809,18.202247191011235,-1.7390243902439024,-3.430487804878049,-5.985365853658537,-8.63780487804878,-10.231707317073171,-2.0341463414634147,-3.35,-6.104878048780488,-8.451219512195122,-10.13780487804878,0.0,91.0,29.0,67.0,-0.6275,8.014430379746836,1.237560975609756,14.880898876404496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23,2004,WASHINGTON,62.3,0.0,0.0,0.0,0.0,1.0410958904109588,82.64383561643835,9.72222222222222,119.29166666666669,21.041666666666668,-0.6944444444444444,-2.641269841269841,-5.035714285714286,-7.175862068965517,-9.60625,-0.4945205479452055,-2.976712328767124,-5.7625,-7.983098591549297,-10.93103448275862,0.0,98.0,31.0,34.0,-1.896666667,10.860151515151514,5.185616438356164,16.397777777777776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24,2003,IDAHO,71.2,0.0,0.0,0.0,0.0,2.155172413793104,153.44827586206895,19.51515151515152,138.78787878787878,44.63636363636363,-1.2172413793103447,-3.4913793103448274,-6.036206896551724,-8.85,-11.116363636363635,-1.4689655172413794,-3.048275862068966,-5.639655172413794,-7.752631578947369,-10.5,0.0,0.0,0.0,0.0,-2.9825,9.333888888888888,2.2067241379310345,16.483636363636364,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2003,MONTANA,26.3,0.0,0.0,0.0,0.0,22.44295302013423,177.31543624161074,50.69767441860465,127.88372093023256,36.64341085271318,-1.0523489932885908,-3.2375838926174496,-6.053691275167785,-8.918791946308726,-11.714093959731544,-1.5463087248322147,-3.4469798657718123,-5.565771812080537,-8.095973154362415,-11.21476510067114,0.0,0.0,0.0,0.0,-3.25,7.126829268292683,-0.2648322147651006,14.575736434108528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2003,NORTH DAKOTA,36.7,0.0,0.0,0.0,0.0,54.18518518518518,181.09259259259255,98.90322580645162,122.46774193548389,23.048387096774192,-1.1111111111111112,-3.2629629629629626,-5.698148148148148,-8.781481481481482,-11.35925925925926,-1.812962962962963,-3.0,-5.505555555555556,-8.216666666666667,-10.692592592592591,0.0,0.0,0.0,0.0,-0.964166667,4.840816326530612,-1.7446296296296295,11.463225806451613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2003,OREGON,48.0,142.1346153846154,74.66923076923077,49.93893805309735,1062.6,0.2857142857142857,90.0909090909091,4.823529411764706,134.58823529411765,35.129411764705885,-1.7285714285714284,-4.045333333333333,-5.906153846153845,-8.836363636363636,-11.15263157894737,-0.951948051948052,-3.132876712328767,-5.292727272727273,-7.526190476190477,-10.135135135135137,0.0,0.0,0.0,0.0,-2.6875,10.91375,4.353506493506494,17.590470588235295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28,2003,SOUTH DAKOTA,38.9,0.0,0.0,0.0,0.0,25.74074074074074,158.62962962962962,60.79761904761905,140.8095238095238,34.32142857142857,-1.0209876543209877,-3.532098765432099,-5.893827160493828,-7.706172839506173,-11.97283950617284,-1.8333333333333333,-3.7,-6.797530864197531,-8.595061728395063,-10.519753086419753,0.0,0.0,0.0,0.0,-2.310833333,7.998961038961038,1.1460493827160494,14.816785714285713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29,2003,WASHINGTON,58.3,0.0,0.0,0.0,0.0,0.2571428571428571,91.62857142857143,9.74025974025974,121.22077922077922,26.22077922077922,-1.4428571428571428,-3.768115942028986,-5.842424242424243,-8.0625,-10.16578947368421,-0.7557142857142857,-3.169565217391304,-5.394642857142857,-7.611627906976745,-10.073333333333332,0.0,0.0,0.0,0.0,-1.030833333,10.57776119402985,4.782,16.397402597402596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30,2002,IDAHO,68.5,0.0,0.0,0.0,0.0,9.61904761904762,177.8095238095238,35.285714285714285,119.47619047619048,24.84126984126984,-1.2444444444444445,-3.5746031746031743,-5.638095238095238,-8.775806451612903,-11.235483870967744,-1.1238095238095238,-3.131746031746032,-6.03015873015873,-7.915873015873015,-10.761290322580646,146156.53333333333,0.0,0.0,0.0,-2.8925,7.567169811320754,0.4406349206349206,14.652857142857142,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2002,MONTANA,21.0,0.0,0.0,0.0,0.0,22.25581395348837,199.2170542635659,49.95762711864407,108.02542372881356,18.872881355932204,-1.262015503875969,-3.1930232558139533,-6.014728682170542,-8.582945736434109,-10.636434108527132,-1.165891472868217,-3.243410852713178,-5.689922480620155,-7.922480620155039,-10.79922480620155,69337.22807017544,69.66666666666667,17.395143487858718,58.5,-4.906666667,6.037102803738318,-1.1684496124031007,13.31093220338983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2002,NORTH DAKOTA,23.8,0.0,0.0,0.0,0.0,35.29824561403509,210.7719298245614,83.6,113.23076923076924,18.26153846153846,-1.1877192982456142,-3.331578947368421,-5.457894736842106,-8.60701754385965,-10.83684210526316,-2.1421052631578945,-3.575438596491228,-5.157894736842105,-7.631578947368421,-10.850877192982455,7429.148148148148,94.9,22.45762711864407,77.16666666666667,-1.826666667,5.133928571428571,-1.3445614035087718,11.557692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2002,OREGON,40.4,0.0,0.0,0.0,0.0,1.1733333333333331,117.17333333333332,6.037037037037037,125.1604938271605,24.97530864197531,-1.32972972972973,-3.333333333333333,-6.105084745762712,-8.830769230769231,-10.955813953488372,-0.7933333333333333,-2.8375000000000004,-5.42962962962963,-8.02093023255814,-10.325714285714286,103114.97297297296,0.0,0.0,0.0,-2.698333333,10.03855072463768,3.1438666666666664,17.01172839506173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
34,2002,SOUTH DAKOTA,14.9,0.0,0.0,0.0,0.0,17.1875,186.2875,54.50617283950617,132.06172839506172,41.888888888888886,-0.83125,-3.43375,-5.51625,-8.13625,-10.55625,-1.96,-3.2924999999999995,-5.58875,-8.06875,-10.45625,11897.940298507465,0.0,0.0,0.0,-2.465833333,7.962763157894736,1.069,14.842592592592592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35,2002,WASHINGTON,53.1,0.0,0.0,0.0,0.0,0.0259740259740259,109.14285714285714,7.85,108.3625,18.4125,-0.8831168831168831,-3.0486486486486486,-5.566101694915254,-7.9170212765957455,-10.276315789473683,-0.5974025974025974,-2.8855263157894737,-5.04776119402985,-7.378000000000001,-9.66451612903226,91157.75,99.0,18.181818181818183,39.0,-0.284166667,9.82,3.981298701298701,15.668375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36,2001,IDAHO,67.0,0.0,0.0,0.0,0.0,10.5,171.5,38.71428571428572,137.63492063492063,34.53968253968254,-1.3640625,-3.6296875,-5.565625,-7.777777777777778,-10.529310344827588,-0.6359375,-3.0140625,-5.2390625,-7.45,-10.348387096774196,0.0,0.0,0.0,0.0,-3.979166667,8.190377358490565,0.655625,15.642063492063492,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,2001,MONTANA,18.4,0.0,0.0,0.0,0.0,16.541984732824428,181.82442748091603,42.96,130.912,28.376,-1.7572519083969464,-5.1045801526717565,-6.846564885496183,-8.199236641221374,-10.39076923076923,-0.9740458015267176,-3.3694656488549617,-5.903053435114503,-8.104580152671756,-10.851908396946564,0.0,0.0,0.0,0.0,-5.475,7.478034188034187,-0.2133587786259542,14.99496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,2001,NORTH DAKOTA,30.9,0.0,0.0,0.0,0.0,33.39655172413793,182.3275862068965,84.55737704918033,120.37704918032787,18.311475409836067,-1.3827586206896552,-3.829310344827586,-5.608620689655172,-7.962068965517242,-10.132758620689655,-1.1793103448275863,-3.468965517241379,-6.058620689655172,-7.9189655172413795,-10.08448275862069,0.0,0.0,0.0,0.0,1.506666667,5.682777777777778,-0.8608620689655172,12.20983606557377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2001,OREGON,35.9,0.0,0.0,0.0,0.0,0.8125,106.325,8.94047619047619,127.20238095238096,22.464285714285715,-0.9270270270270272,-2.8983050847457625,-5.284090909090909,-7.628571428571429,-10.425,-0.7150000000000001,-2.8857142857142857,-5.285714285714286,-7.27906976744186,-10.0,0.0,0.0,0.0,0.0,-3.323333333,10.102916666666664,3.4485,16.884761904761906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
40,2001,SOUTH DAKOTA,27.9,0.0,0.0,0.0,0.0,20.72222222222222,159.98888888888888,59.5,140.0531914893617,34.12765957446808,-1.728888888888889,-3.942222222222224,-5.673333333333334,-7.713333333333334,-10.13111111111111,-1.6544444444444446,-3.844444444444445,-6.22,-8.26,-10.476666666666668,0.0,0.0,0.0,0.0,1.363333333,8.28465909090909,1.688,14.809042553191489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
41,2001,WASHINGTON,53.8,0.0,0.0,0.0,0.0,0.0975609756097561,106.3170731707317,12.08433734939759,108.93975903614458,19.57831325301205,-0.7036585365853659,-2.6232876712328768,-5.14,-7.782051282051282,-10.112903225806452,-0.7780487804878049,-2.631707317073171,-5.035616438356165,-7.544444444444445,-9.666666666666666,0.0,0.0,0.0,0.0,-0.571666667,9.78818181818182,3.988658536585366,15.625060240963856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42,2000,IDAHO,79.8,0.0,0.0,0.0,0.0,4.722222222222222,172.7037037037037,35.08771929824562,124.12280701754386,26.70175438596491,-1.6814814814814814,-3.66851851851852,-5.749056603773584,-8.073584905660377,-10.03653846153846,-0.7148148148148148,-2.8703703703703702,-5.387037037037037,-8.158490566037736,-10.576470588235294,0.0,90.0,26.62721893491124,54.0,-2.178333333,7.733191489361702,0.8642592592592593,14.887192982456142,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,2000,MONTANA,25.5,0.0,0.0,0.0,0.0,21.532258064516128,191.4032258064516,50.026315789473685,122.13157894736842,26.49122807017544,-1.3653225806451614,-3.779032258064517,-6.367741935483871,-8.489516129032259,-10.588709677419354,-0.8879032258064515,-2.962903225806452,-5.823387096774193,-8.480645161290322,-10.516935483870968,0.0,87.52577319587628,12.857914640734736,81.83505154639175,-2.785,6.631047619047619,-0.9687096774193548,14.17719298245614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
